netID,tau,sigma,modularity,clustering,avg_Path,assortativity,core_periphery,page_rank,cost1,cost2,cost3,cost4
752,6.00E+00,4.30E+00,0.71015220582554,0.63239061056476,3.50154607297464,-0.29897317845492,0.50604651162791,4.02719713083191,18.29256305,22.81247011,44.33060636,110.0019393
753,6.00E+00,4.34E+00,0.76091111111111,0.69371280680104,4.02113606340819,-0.38640913031838,0.56333333333333,3.31561268737878,20.01588307,22.97451905,42.50568054,120.4047938
754,6.00E+00,4.87E+00,0.67874444444445,0.62846541048578,3.86381578947368,-0.21771178229416,0.56000000000000,3.52635865580812,20.896216,24.71359001,46.46254128,116.0952498
755,6.00E+00,3.71E+00,0.75860555555556,0.68305487159899,4.13338943824953,-0.37596039124596,0.48333333333333,2.51937908412744,19.5032313,22.47666946,41.13149143,122.1523853
756,6.00E+00,5.12E+00,0.75023888888889,0.63924890929952,4.87565084226646,-0.40059875962857,0.63666666666667,3.47606737439006,23.31442314,25.57339118,44.37396577,112.4213903
757,6.00E+00,4.53E+00,0.74283396430503,0.68919417968706,3.39009477224091,-0.24040881881761,0.53614617940199,4.73562622963711,18.67329206,22.00418053,42.83137298,120.6861073
758,6.00E+00,4.08E+00,0.76033333333333,0.71829387442623,4.39155920281360,-0.39166726487158,0.52333333333333,3.55899091144031,20.56450728,22.94761498,40.39870775,120.7821116
759,6.00E+00,5.00E+00,0.69914444444445,0.59625451524739,3.65942982456140,-0.38245449330057,0.58333333333333,4.23561596301293,21.4314397,25.31867111,48.86501852,106.1631661
760,6.00E+00,4.49E+00,0.77024444444445,0.70314237410785,4.77382705659583,-0.39958668536423,0.56000000000000,3.73686114068852,20.14235213,22.87384418,41.74410173,131.9475176
761,6.00E+00,4.48E+00,0.74731111111111,0.66589223848047,4.20176730486009,-0.44122846019542,0.56333333333333,3.23465195063446,20.78456086,23.5542265,41.27986871,119.4439377
762,6.00E+00,5.14E+00,0.69879444444445,0.67232035916726,3.50065789473684,-0.33493373547227,0.57666666666667,4.23753361934336,20.40682965,24.20821924,45.50056356,103.4975853
763,6.00E+00,4.08E+00,0.76555446407876,0.68118717058655,4.97689315946008,-0.48299066332575,0.53574750830565,3.19106961956354,22.13967509,24.44368636,40.96197667,129.4213265
764,6.00E+00,4.00E+00,0.77443888888889,0.68543961593962,5.00820534399327,-0.49025970114490,0.52333333333333,3.94155971400996,20.40422185,23.02782525,39.63323367,119.7266186
765,6.00E+00,4.36E+00,0.75585555555556,0.64632125880655,5.60355306217859,-0.20445416179387,0.55000000000000,2.80837481532090,24.29616583,26.41788608,42.71946934,126.4824801
766,6.00E+00,4.27E+00,0.71976666666667,0.64199566145928,4.19743765728666,-0.34332696200820,0.53000000000000,2.92655076057312,22.04022604,25.10612732,44.20656722,121.7526237
767,6.00E+00,3.65E+00,0.76734444444445,0.63356626869862,4.16008771929825,-0.30975646582426,0.48000000000000,2.35489224062853,20.94237268,24.29018159,42.07825046,125.6153512
768,6.00E+00,4.20E+00,0.75626666666667,0.64590061245944,4.02868852459016,-0.35882159204981,0.56333333333333,2.49968798290937,23.72412495,25.94248496,41.62589719,128.6774561
769,6.00E+00,4.40E+00,0.73032306486683,0.66855099793567,4.96304591265398,-0.38102802339115,0.54245847176080,2.98145125550413,21.76854686,24.83438502,44.37774218,121.0996342
